#{"t_start": 1768083746.3892963, "env_id": "LunarLander-v3"}
r,l,t
265.882764,366,182.161373
218.428444,405,182.321063
214.179176,360,182.455024
88.064805,1000,183.685573
-0.17119,268,183.784852
230.309555,364,183.92163
246.989592,612,184.152761
211.498884,339,185.097316
254.148789,348,185.239316
226.816524,364,185.384737
251.249257,355,185.525835
214.588898,330,185.657195
241.988305,342,185.789065
249.290382,345,186.724277
249.255478,373,186.870473
35.351389,297,186.983816
268.949957,361,187.126689
237.271928,388,187.280017
209.262349,341,187.409757
225.476066,417,188.349578
-4.430433,303,188.464291
258.592745,343,188.601158
224.320366,326,188.727592
253.156327,400,188.887836
220.007194,376,189.798324
-34.230128,285,189.909617
296.712217,269,190.013912
234.382278,342,190.142181
230.191741,317,190.258975
232.087783,326,190.385197
-18.349393,298,190.500648
251.954644,342,191.419635
275.346608,338,191.548193
228.702031,366,191.694793
238.152421,354,191.836921
224.584141,356,191.978622
8.440784,348,192.113003
223.434415,360,193.039855
244.639545,363,193.179217
245.546358,366,193.322189
245.438015,341,193.449177
-15.159825,251,193.544615
-24.333449,326,193.664902
229.476807,431,194.597448
241.562714,348,194.733381
243.482972,360,194.871771
9.670052,263,194.978958
263.056156,331,195.114639
210.589523,328,195.245596
258.240042,304,196.14705
253.883022,331,196.276996
258.699448,330,196.408574
238.254491,355,196.544106
11.931946,299,196.660594
13.673081,271,196.76907
252.867418,375,197.697402
291.470972,487,197.889105
236.71566,335,198.013166
278.800645,379,198.156221
239.610783,319,198.281664
242.955861,299,198.398131
264.573527,346,199.30363
227.168433,330,199.429189
250.378675,340,199.55896
19.277325,245,199.65326
39.532114,238,199.74333
267.252327,347,199.874501
272.186342,301,199.984087
257.49132,356,200.916008
256.178993,330,201.046118
235.899686,384,201.193058
260.830555,282,201.298234
8.927209,242,201.389399
231.475326,351,201.522393
274.778728,343,202.429458
-6.569202,242,202.529586
230.213907,325,202.659894
32.694784,259,202.755682
230.52826,321,202.878955
217.848302,613,203.109777
222.66117,329,204.027239
37.475432,261,204.130026
98.673468,1000,204.517212
255.423288,313,204.638485
6.662288,282,205.522564
246.720123,312,205.63788
227.566559,308,205.755363
241.624099,288,205.863069
251.666299,306,205.978916
212.974383,345,206.114668
5.791259,274,206.223618
238.116394,299,207.124359
